;Auction;Auction_Close;Auction_No;By;Color;Condition;Date;Date_High;Date_Low;Estimate;Estimate_High;Estimate_Low;Image;Lot;Publication;Size;Size_Cm;Size_Cm_H;Size_Cm_W;Size_Inches;Sold_For;Subject;Text;Title
363;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; uncolored; B   ; 1846-50   ;50   ;1846;$120.00 - $150.00;150.00;120.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-364A.jpg;364; Sen. Doc. 32, 31st Congress, 1st Sess.; 17.1 x 11.9 inches 43.5 x 30.3 cm ;43.5x30.3;30.3;43.5;17.1x11.9; 90.00; Eastern Texas;"

Uncommon map covering east-central Texas from Shreveport on the Red River to San Antonio.  The 
Old San Antonio and Nacogdoches Road
 is prominently shown.  This fascinating map locates several very early settlements including Douglas, Nacogdoches, Crockett, Robbins' Ferry, Washington, Independence, Bastrop, Houston, Liberty, Austin, Saguin, and, of course San Antonio de Bexar.  Good detail of the watershed delineates the flow of the Guadalupe, San Marcos, Colorado, Brazos, and Sabine Rivers.  It also locates several tributaries including the San Saba, Pecan, San Andres, Bosque, and Argentina Rivers, and the creeks of Brushy, Palo Pinto, Peach, Cibolo, Saloda, Lavaca, Village, Alabama, and Bidais.  This map was among the maps submitted to Congress to illuminate the U.S. Army's first explorations in Texas, and accompanied Capt. G.W. Hughes' 
Memoir Descriptive of the March of a Division of the US Army Under the Command of BGen. J.E. Wool from San Antonio in Texas to Saltillo in Mexico
.

Issued folding with scattered foxing and some tiny worm holes that are only visible when map is held up to light. 






";"Lot #364: ""Map Showing the Route of the Arkansas Regiment from Shreveport La. to San Antonio de Bexar Texas"" U.S. Gov.
"
364;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; uncolored; B   ; 1847      ;;1847;$275.00 - $350.00;350.00;275.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-365A.jpg;365; Sen. Ex. Doc. 65, 31st Congress, 1st Session; 18.9 x 25.4 inches 48.0 x 64.6 cm ;48.0x64.6;64.6;48.0;18.9x25.4; 200.00; Southern Texas;"

This topographical map was created by Lieut. John D. Webster with assistance from T.E. Mullomny.  It details a strategic portion of the Rio Grande from Matamoros to Boca Chica at the southernmost tip of Texas, an area with significance in the 
Mexican-American War
.   Details includes forts, camps, roads and towns, topography by hachure, vegetation, and numerous soundings in the Rio Grande.  Fort Brown is located across the Rio Grande from Matamoros.  Along the Gulf are located Padre Island, Clark's Island, Brazo Santiago, and Port Isabel.  The small settlements of Falcone, Burgos, Tres Quilas, Arenal, and Burrita are located along the Rio Grande, to mention a few.  Drawn on the scale of one inch per mile, accounting for the remarkable level of detail.

Issued folding with light to moderate toning that is especially pronounced at the top left panel and light offsetting.  There is a 3"" tear in the top left panel and several fold separations, all of which have been closed on verso with archival tape.






";"Lot #365: ""Map of the Country Adjacent to the Left Bank of the Rio Grande Below Matamoros..."" U.S. Gov.
"
365;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; uncolored; B+  ; 1840      ;;1840;$450.00 - $550.00;550.00;450.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-366A.jpg;366; Sen. Ex. Doc. 199, 27th Cong., 2nd Sess.; 17.7 x 22.4 inches 45.0 x 56.9 cm ;45.0x56.9;56.9;45.0;17.7x22.4; 300.00; Texas-Louisiana Border;"

This map is among the most important government maps during the period of 
Texas independence
.  It was produced for the report of the Joint United States-Texas Boundary Commission, which for the first time depicted the eastern border of Texas.  This map covers the section from Sabine Lake to the Gulf of Mexico and shows soundings, Sabine City, and the U.S. Customs House.  It was surveyed under the direction of Major J.D. Graham, U.S. Topographical Engineers, by Lt. T.J. Lee of the U.S. Topographical Engineers and Capt. P.J. Pillans of the Texan Army, and drawn by A. Zeyer from Lt. Lee's original plates.  Engraved by W.J. Stone and published in 1842.  It is a rare, and important part of Texas' cartographic history.

Issued folding with a light stain at top right and a short edge tear at top that has been closed on verso with archival materials.


Ref:
 Claussen & Friis #412; Day #952E; Martin & Martin p. 36.






";"Lot #366: ""Sabine Pass and Mouth of the River Sabine in the Sea. Surveyed Under the Direction of Major J.D. Graham U.S. Top Engineers..."" U.S. Gov.
"
366;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; uncolored; A   ; 1842      ;;1842;$240.00 - $300.00;300.00;240.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-367A.jpg;367; Sen. Doc. 199, 27th Cong., 2nd Sess.; 8.4 x 6.5 inches 21.4 x 16.6 cm ;21.4x16.6;16.6;21.4;8.4x6.5;-10000; Texas-Louisiana Border;"

This is one of six maps issued with the report on the boundary survey between the 
Republic of Texas
 and the United States.  The act admitting Louisiana to statehood in 1812 contained a clause defining its original boundaries.  When Texas declared its independence in 1835, these borders came into question.  This survey was made shortly thereafter.  This report of the Joint United States-Texas Boundary Commission depicted the eastern border of Texas for the first time.  The map depicts the boundary starting from a point on the river about 1/2 mile above Garrison Creek and down the river to Logan's Ferry (where the boundary ceases to follow the river). The map is minutely detailed and filled with fascinating notations.  Drawn by A.B. Gray, engraved by W.J. Stone, and signed by J.H. Overton, U.S. Commissioner.  A rare and important part of Texas' cartographic history.

Issued folding with minor toning that is mostly confined to the blank margins. 


Ref:
 Claussen & Friis #413; Day #952A; Martin & Martin p. 36.






";"Lot #367: ""Map of the River Sabine from Logan's Ferry to 32nd Degree of North Latitude..."" U.S. Gov.
"
367;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; uncolored; B+  ; 1842      ;;1842;$550.00 - $700.00;700.00;550.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-368A.jpg;368; Sen. Doc. 199, 27th Cong., 2nd Sess.; 7.2 x 34.3 inches 18.3 x 87.2 cm ;18.3x87.2;87.2;18.3;7.2x34.3; 350.00; Texas-Louisiana Border;"

This is one of six maps issued with the report on the boundary survey between the 
Republic of Texas
 and the United States.  The act admitting Louisiana to statehood in 1812 contained a clause defining its original boundaries.  When Texas declared its independence in 1835, these borders came into question.  This survey was made shortly thereafter.  This report of the Joint United States-Texas Boundary Commission depicted the eastern border of Texas for the first time.  The map depicts the boundary starting from a mound erected at the mouth of the river and follows up the river to Logan's Ferry (where the boundary ceases to follow the river).  The map is minutely detailed and filled with fascinating notations.  A rare and important part of Texas' cartographic history.  Drawn by Lieut. T.J. Lee, U.S. Topographical Engineers and engraved by W.J. Stone.

Issued folding with occasional faint staining.


Ref:
 Claussen & Friis #417; Day #952; Martin & Martin p. 36.






";"Lot #368: ""Map of the River Sabine from Its Mouth on the Gulf of Mexico in the Sea to Logan's Ferry..."" U.S. Gov.
"
368;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; uncolored; B+  ; 1842      ;;1842;$275.00 - $350.00;350.00;275.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-369A.jpg;369; Sen. Doc. 199, 27th Cong., 2nd Sess.; 6 x 11.4 inches 15.3 x 29.0 cm ;15.3x29.0;29.0;15.3;6x11.4; 200.00; Texas-Louisiana Border;"

This lot features three of the six maps issued with the report on the boundary survey between the 
Republic of Texas
 and the United States.  The act admitting Louisiana to statehood in 1812 contained a clause defining its original boundaries.  When Texas declared its independence in 1835, these borders came into question.  This survey was made shortly thereafter.  This report of the Joint United States-Texas Boundary Commission depicted the eastern border of Texas for the first time.  These maps trace the boundary in strip-chart style.  The first extends from the Sabine Rive north to the 36th Mile Mound, the second from the 36th to the 72nd Mile Mound, and the third from the 72nd Mile Mound to the Red River.  These maps represent a rare and important part of Texas' cartographic history.  Drawn by J. Edmund Blake and engraved by W.J. Stone.   

Issued folding with light scattered foxing at top near the titles.


Ref:
 Claussen & Friis #414-16; Day #952B-D; Martin & Martin p. 36.






";"Lot #369: ""[Lot of 3] A. 2. Part of the Boundary Between the United States and Texas... [and] B. 2. Part of the Boundary Between the United Statess and Texas... [and] C. 2. Part of the Boundary Between the United Statess and Texas..."" U.S. Gov.
"
369;163 -  6/14/2017;6/14/2017;163; Fielding Lucas Jr.; hand color; B+  ; 1816      ;;1816;$350.00 - $425.00;425.00;350.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-370A.jpg;370; A New and Elegant General Atlas...; 8.4 x 10.6 inches 21.4 x 27.0 cm ;21.4x27.0;27.0;21.4;8.4x10.6; 250.00; Vermont;"

This elegant and uncommon map of Vermont features plenty of towns, roads, and topographical details.  County configuration is essentially current, although Jefferson/Washington County is mysteriously called 
Wolcot
 (the town of Wollcott is not identified).  Dartmouth College is identified by the New Hampshire border.  Drawn by Samuel Lewis and engraved by H.S. Tanner.  Lucas' 
General Atlas
 is known as one of the finest general atlases produced in the U.S. at the time, due to the high quality paper, superior engraving quality, and attractive coloring style. 

In full original color with light toning and a few spots of foxing. 


Ref:
 Phillips (Atlases) #3542-37.






";"Lot #370: ""Vermont"" Fielding Lucas Jr.
"
370;163 -  6/14/2017;6/14/2017;163; Fielding Lucas Jr.; hand color; B+  ; 1816      ;;1816;$350.00 - $425.00;425.00;350.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-371A.jpg;371; A New and Elegant General Atlas...; 10.6 x 8.3 inches 27.0 x 21.1 cm ;27.0x21.1;21.1;27.0;10.6x8.3; 300.00; Virginia;"

This striking and uncommon map of Virginia is dense with place names, roads, and topographical detail, with the region's mountains given especially prominent treatment.  County configuration is current to 1806, with Giles County recently formed from Montgomery, Monroe, and Tazewell.  Development is mostly confined to regions east of the Allegheny Mountains.  At the time of publication, West Virginia was still nearly 50 years away from statehood and is therefore part of Virginia here.  A small inset at top left extends the map to show Lee County.  Drawn by Samuel Lewis and engraved by H.S. Tanner.  Lucas' 
General Atlas
 is known as one of the finest general atlases produced in the U.S. at the time, due to the high quality paper, superior engraving quality, and attractive coloring style. 

Full original color light toning and soiling, and scattered foxing that is mostly confined to the blank margins. 


Ref:
 Phillips (Atlases) #3542-45.






";"Lot #371: ""Virginia"" Fielding Lucas Jr.
"
371;163 -  6/14/2017;6/14/2017;163; Fielding Lucas Jr.; hand color; B   ; 1823      ;;1823;$450.00 - $550.00;550.00;450.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-372A.jpg;372; A General Atlas Containing Distinct Maps of All the Known Countries in the World; 19 x 12.4 inches 48.3 x 31.5 cm ;48.3x31.5;31.5;48.3;19x12.4;-10000; Virginia;"

This handsome map of the state details roads, towns and settlements, courthouses and the river systems.  Development is primarily east of the Allegheny Mountains, but the entire state (which includes today's West Virginia) is divided by county.  County configurations suggests the map is up to date to 1824 with the addition of Logan County in the western part of the state.  Lucas' 
General Atlas
 is known as one of the finest general atlases produced in the U.S. at the time, due to the high quality paper, superior engraving quality, and attractive coloring style.

Scattered foxing, staining, and light offsetting. There are two 0.75"" tears adjacent to the middle of the centerfold that have been closed on verso with archival tape.


Ref:
 Phillips (Atlases) #742-61.






";"Lot #372: ""Virginia"" Fielding Lucas Jr.
"
372;163 -  6/14/2017;6/14/2017;163; Mitchell/Young; hand color; B   ; 1837      ;;1837;$475.00 - $600.00;600.00;475.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-373A.jpg;373; ; 14.9 x 12.4 inches 37.9 x 31.5 cm ;37.9x31.5;31.5;37.9;14.9x12.4;-10000; Virginia;"

This pocket map of the state shows county development current to 1835 with Marshall being organized from Ohio County in the present-day panhandle of West Virginia.  Shows good detail of topography, rivers, towns and settlements.  Only four railroads are shown at this time: Winchester to Harper's Ferry, Fredericksburg to Richmond, Petersburg to North Carolina, and Portsmouth to North Carolina.  Includes an inset of the District of Columbia and tables showing steam boat routes and stage routes through Virginia.  Engraved by E. Yeager and F. Dankworth.  Folds into green boards with gilt title on front cover.

Issued folding with light scattered foxing and a number of fold separations that have been partially repaired on verso with archival tape.  Two small areas of loss (Campbell County and Delaware) have been repaired on both recto and verso with archival tape.  






";"Lot #373: ""The Tourist's Pocket Map of the State of Virginia Exhibiting Its Internal Improvements Roads Distances &c."" Mitchell/Young
"
373;163 -  6/14/2017;6/14/2017;163; Johnson and Ward; hand color; B   ; 1862      ;;1862;$100.00 - $130.00;130.00;100.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-374A.jpg;374; ; 26.5 x 17.8 inches 67.4 x 45.3 cm ;67.4x45.3;45.3;67.4;26.5x17.8; 75.00; Eastern Virginia;"

A very interesting 
Civil War
 map that was compiled from the 
Official Maps of the War Department
.  This well-engraved map covers the region of the James, Chickahominy and York Rivers, and includes the cities of Norfolk, Richmond, and Petersburg.  The map shows great detail of military movements, lines and fortifications.  It notes the location of the ""contest"" between the Monitor and Merrimac on 9 March 1862, the Confederate evacuation of Yorktown, May 4 1862, the battle in the vicinity of Williamsburg, May 5 1862, the battle of Malvern Hill and several other military engagements in the vicinity of Richmond. 

Original color with light toning, two dark spots apparently caused by paper flaws, and several separations along the centerfold that have been closed on verso with archival tape.  Trimmed to neatline at bottom, as issued.






";"Lot #374: ""Johnson's Map of the Vicinity of Richmond, and Peninsular Campaign in Virginia. Showing Also the Interesting Localities Along the James, Chickahominy and York Rivers..."" Johnson and Ward
"
374;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; uncolored; B   ; 1839      ;;1839;$160.00 - $200.00;200.00;160.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-375A.jpg;375; Sen. Doc. 140, 26th Congress, 1st Session; 24.1 x 34.7 inches 61.3 x 88.2 cm ;61.3x88.2;88.2;61.3;24.1x34.7; 85.00; Wisconsin;"

This uncommon and early map of Wisconsin extends from the surveyed part between the Illinois border and the Wisconsin River north to show all of the Door Peninsula.  It was compiled from the surveys of Capt. Thomas Jefferson Cram and accompanied his ""Report from the Secretary of War[concerning] the internal improvements in the Territory of Wisconsin""  A skeleton line representing the Wisconsin River continues above the main map and locates a few settlements including Grignon's Trading Post, Whitney's Mill, Bloomer & Co., etc.  Illinois is referred to as the ""Fifth State Established by the 5th Article of the Ordinance of Congress of 1787.""  West of Fort Howard is a 500,000 acre tract with the Oneida Indians occupying a portion.  Filled with details and place names including many early towns and villages.  Large, early and desirable map for the Wisconsin collector.  Lithography by W. Stone. 

Issued folding with a few faint spots, minor extraneous creasing, and a short edge tear at left that has been repaired on verso with cello tape, leaving a small stain visible on verso.


Ref:
 Claussen & Friis #329.






";"Lot #375: ""Map of Wiskonsin Territory, Compiled from the Public Surveys"" U.S. Gov.
"
375;163 -  6/14/2017;6/14/2017;163; U.S. Gov.; hand color; B+  ; 1851      ;;1851;$140.00 - $170.00;170.00;140.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-376A.jpg;376; H.R. Doc. 2, 32nd Congress, 1st Session; 14.1 x 13.6 inches 35.9 x 34.6 cm ;35.9x34.6;34.6;35.9;14.1x13.6; 100.00; United States & Mexico;"

This untitled map of the United States shows the new borders with Mexico and Canada and identifies army posts, old army posts, land transportation routes, and river/ocean transportation routes.  A line from the mouth of the Sabine River in Louisiana north to Lake Superior indicates the ""Extreme Limit of Line of Frontier Stations in 1845.""  Stations to the east of this line were primarily accessible by steamboat and railroads while stations to the west of the line were reached by wagon only.  The famous ""March of the Rifle Regiment in 1849"" from Ft. Leavenworth to the Columbia River is also depicted.  Wheat quotes the original report stating ""The accompanying map will show more clearly than any written statement possibly can, the great difference between the country occupied by the troops on the 30th of June, 1845, and at the present time.""

Issued folding with light offsetting, minor toning, and a few spots of foxing at top. 


Ref:
 Wheat (TMW) #728.






";"Lot #376: ""[Untitled - United States and Mexico]"" U.S. Gov.
"
376;163 -  6/14/2017;6/14/2017;163; Theodor Ettling; hand color; B+  ; 1861      ;;1861;$350.00 - $425.00;425.00;350.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-377A.jpg;377; The Illustrated London News; 37.4 x 25.9 inches 95.0 x 65.8 cm ;95.0x65.8;65.8;95.0;37.4x25.9; 250.00; United States & Mexico;"

This interesting map shows the Union and Confederate divisions of the United States at the outbreak of the 
Civil War
.  The eastern states are divided into pro-slavery and Union sections, with the border states of Missouri and Kentucky classified as part of the South.  In the West, the 
proposed Arizona Territory
 is shown south of New Mexico, Nevada is shown with an early proposed boundary with Utah, and both Washington and Oregon are shown with their eastern boundaries in the Rocky Mountains.  The oversized 
Kanzas
 extends to the Rocky Mountains with no mention of Colorado.  The map also emphases the lines of communication and transportation including wagon roads and railroads.  Several proposed railways are shown, noting the number of miles each was to span.  The map extends to show southern Canada, Mexico, and the Greater Antilles, and there is an inset of southern Mexico.

Issued folding with light offsetting and a stain in the left blank margin, well away from image. 


Ref:
 Wheat (TMW) #1025.






";"Lot #377: ""Map of the United States of North America, Upper & Lower Canada New Brunswick, Nova Scotia & British Columbia. Mexico Cuba, Jamaica, St. Domingo and the Bahama Islands"" Theodor Ettling
"
377;163 -  6/14/2017;6/14/2017;163; Auguste-Henri Dufour; hand color; B+  ; 1863      ;;1863;$170.00 - $200.00;200.00;170.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-378A.jpg;378; Atlas Universel; 29.6 x 21.7 inches 75.2 x 55.2 cm ;75.2x55.2;55.2;75.2;29.6x21.7; 100.00; United States & Mexico;"

This French map depicts the United States, Mexico, Central America, and the Caribbean.  Arizona occupies the southern portion of New Mexico Territory, suggesting a confederate territory.  The southern tip of Nevada is part of New Mexico, and Idaho Territory is labelled but not delineated.  Montana Territory extends to the Missouri River, incorporating some of the present-day Dakotas.  Numerous Indian tribes are located throughout.  There is good detail of roads and railroads.  A color-coded key identifies the European colonial possessions.  Two small insets depict the Caribbean islands of Guadeloupe and Martinique.

There is light scattered foxing, minor offsetting from the title, and a faint manuscript notation at center.






";"Lot #378: ""Mexique Antilles, Etats-Unis"" Auguste-Henri Dufour
"
378;163 -  6/14/2017;6/14/2017;163; Pablo Alabern; hand color; B   ; 1830      ;;1830;$300.00 - $375.00;375.00;300.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-379A.jpg;379; ; 15 x 11.4 inches 38.1 x 29.0 cm ;38.1x29.0;29.0;38.1;15x11.4;-10000; Southern United States, Mexico & Central America;"

This uncommon Spanish map was published in the atlas to accompany J. Torner's 
Diccionario geografico universal...
.  It was issued shortly after Mexican independence and includes all of California, Texas, and the American Southwest.  The map extends further south to include Central America, and east to Florida.  In the Great Basin, two spurious rivers link 
Lake Timpanogos
 and 
Lake Teguayo
 to the Pacific Ocean.  Surrounded by a keyboard style border.

Issued folding and now flattened and backed with tissue to reinforce and repair a 9"" edge tear at left.


Ref:
 Phillips (Atlases) #4318-42.






";"Lot #379: ""Mejico"" Pablo Alabern
"
379;163 -  6/14/2017;6/14/2017;163; Giacomo Gastaldi; uncolored; B+  ; 1548      ;;1548;$3,000.00 - $4,000.00;4000.00;3000.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-380A.jpg;380; Geografia di Claudio Ptolemo Alexandrino; 6.8 x 5.1 inches 17.3 x 13.0 cm ;17.3x13.0;13.0;17.3;6.8x5.1; 2200.00; Southern United States & Mexico;"

This map, along with Gastaldi's 
Tierra Nueva
, was the first copperplate map devoted to North America.  The transition from wood block to copper plate allowed for finer detail, which was important for Ptolemy's 
Geografia
 as it contained the first regional maps of the American continent and was the most comprehensive atlas published between Waldeemuller's 
Geographiae
 of 1513 and Abraham Ortelius' 
Theatrum
 of 1570.  Cartographically, the map covers the region from Florida to Baja California and south to the Yucatan.  Inland detail is confined to basic topography with a large 
R. tontonteanc
 representing either the Colorado or Gila River, and the Mississippi River is identified as the 
R. de Spirito Santo
.  This is the only issue of this map, but Girolamo Ruscelli enlarged it for his atlas in 1561.

Faint toning along the centerfold with a few worm tracks along the bottom border.






";"Lot #380: ""Nueva Hispania Tabula Nova"" Giacomo Gastaldi
"
380;163 -  6/14/2017;6/14/2017;163; Ptolemy/Ruscelli; uncolored; B+  ; 1574      ;;1574;$1,200.00 - $1,500.00;1500.00;1200.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-381A.jpg;381; La Geografia di Claudio Tolomeo; 9.8 x 7.2 inches 24.9 x 18.3 cm ;24.9x18.3;18.3;24.9;9.8x7.2; 1100.00; Southern United States & Mexico;"

This is a foundation map in the cartography of the American Southwest, and a must for collectors of that region.  It is an enlarged version of Gastaldi's map of 1548 with the only notable change being the peninsular Yucatan.  The legendary seven cities of 
Ciuola
 are prominently depicted and Mexico City is shown floating in a large lake.  The place names along the upper Gulf Coast reveal the explorations of Pineda, Cabeza de Vaca and Moscosso.  The Mississippi makes its appearance as the 
Rio de Spiritu Santo
 and the 
R. Tontonteanc
 flows in the vicinity of the Colorado River.  Considered the earliest relatively obtainable map of Mexico and the American Southwest.  This is the second state of the map according to Burden.  Italian text on verso.

A crisp impression on watermarked paper with several worm tracks along the centerfold that have been professionally infilled with a tiny amount of image drawn in facsimile.


Ref:
 Burden #31; Martin & Martin, plt. 3; Wheat (TMW) #7; Mickwitz & Miekkavaara #220-60; Shirley (BL Atl






";"Lot #381: ""Nueva Hispania Tabula Nova"" Ptolemy/Ruscelli
"
381;163 -  6/14/2017;6/14/2017;163; Bertius/Claesz; uncolored; A   ; 1603      ;;1603;$240.00 - $300.00;300.00;240.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-382A.jpg;382; Tabularum Geographicarum, Contractarum...; 4.9 x 3.4 inches 12.5 x 8.7 cm ;12.5x8.7;8.7;12.5;4.9x3.4;-10000; Southern United States & Mexico;"

Charming miniature map of Mexico and the whole coastline of the Gulf of Mexico.  The map appears to be based in part on Cornelis de Jode's 
Americae Pars Borealis
 (1593).  Mexico City is shown prominently, with a smoking volcano just to the south.  A number of other cities are labeled in Mexico, while only rivers and capes are noted in the US.  The Rio Grande River is identified as 
R. Escondido
.   Adorned with a strapwork title cartouche.  Latin text on verso.


This map first appeared in Barent Langenes' 
Caert-Thresoor
 (Map Treasury), which had a complicated publishing history.  The Map Treasury was first published by Langenes in 1598 with maps by several well-known engravers, including Jodocus Hondius and Pieter van den Keere, and was sold by both Langenes and Cornelis Claesz.  Several editions of the Map Treasury were published through 1609.  In 1600, the maps from the Map Treasury were reissued with new text by Petrus Bertius and published by Claesz under the title 
Tabularum Geographicarum, Contractarum Libri Quatuor
.  Editions of Bertius' 
Tabularum Geographicarum
 appeared in Latin and German through 1650, with the latest editions published by Visscher and Jan Jansson.

A dark impression with two small worm holes in the blank margins.


Ref:
 Burden #114; King (2nd ed.) pp. 80-82; Van der Krogt (Vol. III) #9510:341.






";"Lot #382: ""Mexicana"" Bertius/Claesz
"
382;163 -  6/14/2017;6/14/2017;163; John Pinkerton; hand color; B+  ; 1811      ;;1811;$800.00 - $1,000.00;1000.00;800.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-383A.jpg;383; Pinkerton's Modern Atlas; 27.8 x 20.1 inches 70.7 x 51.1 cm ;70.7x51.1;51.1;70.7;27.8x20.1; 425.00; Southern United States & Mexico;"

This large, handsome map is based largely on Humboldt's map of Mexico, including the graphic representation of the Rocky Mountains and Rio Grande River valley. The map presents a remarkable, emerging picture of the major watersheds originating in the Rocky Mountains - a region long misrepresented on maps of the region.  On the western slope, the headwaters of the Colorado are formed and the erroneous 
Sr. de S. Buenaventura
 flows into a partially shown Salt Lake.  On the eastern part of the map the Platte, Arkansas and Red Rivers are all delineated in great detail, and the course of the 
R. Bravo or Del Norte
 (Rio Grande) is equally well presented with mountains depicted by hachures in orthographic projection.  Further south, the mouth of the Gila is inaccurately placed in the Gulf of California. The map also presents early information in Texas, which is within the 
Intendency of S Louis
.  The 
Pres. de Bejar, Capitol of the Province of Texas
 is located, as is the settlement of La Salle in 1683, and the 
Presidio of Nacogdoch
.  The map is also filled with information on Indian tribes, mines, farms, missions, military posts, roads and 
Stations of Muleteers
.

An attractive impression with light scattered foxing and two small abrasions near the right border.


Ref:
 Phillips (Atlases) #724-43.






";"Lot #383: ""Spanish Dominions in North America Northern Part"" John Pinkerton
"
383;163 -  6/14/2017;6/14/2017;163; G. Tasso; hand color; A   ; 1835      ;;1835;$350.00 - $450.00;450.00;350.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-384A.jpg;384; Atlante Storico, Geografico...; 19 x 13 inches 48.3 x 33.1 cm ;48.3x33.1;33.1;48.3;19x13;-10000; Southern United States & Mexico;"

Uncommon map from an Italian edition of Le Sage's historical atlas published by Girolamo Tasso.  The map shows the settled areas of Mexico just one year prior to Texas claiming independence, and is based on the work of Alexander von Humboldt and Jean Alexandre Buchon.  Texas forms part of San Luis Potosi and New Mexico extends far into the Rocky Mountains.  A number of Native Indian tribes are named, and several notes give additional information on the region.  The text panels at the sides of the map give a brief history and description of Mexico and California.

On watermarked paper with a bit of faint dampstaining, mostly in the blank margins.


Ref:
 Phillips (Atlases) #127-22b.






";"Lot #384: ""Confederazione Messicana Tratta dalle Ultime Mappe di Humboldt e di Buchon"" G. Tasso
"
384;163 -  6/14/2017;6/14/2017;163; David H. Burr; hand color; B+  ; 1837      ;;1837;$400.00 - $475.00;475.00;400.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-385A.jpg;385; A New Universal Atlas...; 10.6 x 12 inches 27.0 x 30.5 cm ;27.0x30.5;30.5;27.0;10.6x12; 250.00; Southern United States & Mexico, Texas;"

This map shows Mexico 
the year after Texas became independent
, and was issued a few short years after the first edition published in 1835.  The small Texas configuration is prominently shown, including the towns of San Antonio and 
San Felippe de Austin.
  Little Rock, here labeled 
Arkopolis
, is identified as well as Sante Fe, Albuquerque and Taos.  The map extends south from New California to the Yucatan with a large inset entitled 
Guatemala or the United Provinces of Central America.


Original outline color with two small worm holes in the image, one small spot of foxing above the title, and marginal soiling.






";"Lot #385: ""The United States of Mexico"" David H. Burr
"
385;163 -  6/14/2017;6/14/2017;163; Sidney Hall; hand color; A   ; 1846      ;;1846;$220.00 - $250.00;250.00;220.00;http://www.oldworldauctions.com/archives/detail/lot_images/thumbs/163-386A.jpg;386; Black's General Atlas...; 14.7 x 10 inches 37.4 x 25.4 cm ;37.4x25.4;25.4;37.4;14.7x10; 160.00; Southern United States & Mexico, Texas;"

This is an attractive representation of the present-day southwestern United States, Texas and Mexico.  The map depicts the new state of Texas in its 
stovepipe configuration
, bound by the Rio Grande on its western border.  In 
Upper or New California
, there is an American Fur Co. Depot on the eastern shore of 
L. Youta or Salt L.
.  The Great Spanish Road is shown from the Red River to Santa Fe, and then heading south through the length of Mexico.  The map continues into Central America in an inset of 
Guatimala
.

A nice impression with two faints spots along the border and light toning along sheet edges.


Ref:
 Day #1508.






";"Lot #386: ""Mexico"" Sidney Hall
"
